 "CT" "CT" "N2" 80.000000 1.940807 ""
 "CT" "CT" "N" 80.000000 1.914627 ""
 "CT" "CT" "N3" 80.000000 1.940807 ""
 "CT" "CT" "NT" 80.000000 1.940807 ""
 "CT" "CT" "CY" 63.000000 1.919863 ""
 "CT" "CT" "CZ" 63.000000 1.919863 ""
 "C*" "CT" "CT" 63.000000 2.017601 ""
 "C*" "CT" "HC" 50.000000 1.911136 ""
 "OS" "CT" "OS" 160.000000 1.762783 ""
 "CY" "CT" "OS" 50.000000 1.919863 ""
 "CZ" "CT" "OS" 50.000000 1.919863 ""
 "CZ" "CT" "OS" 50.000000 1.919863 ""
 "CY" "CT" "OS" 50.000000 1.919863 ""
 "N*" "CT" "OS" 50.000000 1.911136 ""
 "F" "CT" "F" 77.000000 1.904155 ""
 "F" "CT" "H1" 50.000000 1.911136 ""
 "CT" "CT" "F" 50.000000 1.902410 ""
 "F" "CT" "H2" 50.000000 1.911136 ""
 "CT" "CT" "Cl" 50.000000 1.893683 ""
 "Cl" "CT" "H1" 50.000000 1.893683 ""
 "Br" "CT" "CT" 50.000000 1.884956 ""
 "Br" "CT" "H1" 50.000000 1.858776 ""
 "CT" "CT" "I" 50.000000 1.850050 ""
 "CT" "CC" "NA" 70.000000 2.094396 ""
 "CT" "CC" "CV" 70.000000 2.094396 ""
 "CT" "CC" "NB" 70.000000 2.094396 ""
 "CV" "CC" "NA" 70.000000 2.094396 ""
 "CW" "CC" "NA" 70.000000 2.094396 ""
 "CW" "CC" "NB" 70.000000 2.094396 ""
 "CT" "CC" "CW" 70.000000 2.094396 ""
 "H5" "CR" "NA" 50.000000 2.094396 ""
 "H5" "CR" "NB" 50.000000 2.094396 ""
 "NA" "CR" "NA" 70.000000 2.094396 ""
 "NA" "CR" "NB" 70.000000 2.094396 ""
 "CC" "CV" "H4" 50.000000 2.094396 ""
 "CC" "CV" "NB" 70.000000 2.094396 ""
 "H4" "CV" "NB" 50.000000 2.094396 ""
 "CC" "CW" "H4" 50.000000 2.094396 ""
 "CC" "CW" "NA" 70.000000 2.094396 ""
 "C*" "CW" "H4" 50.000000 2.094396 ""
 "C*" "CW" "NA" 70.000000 1.897174 ""
 "H4" "CW" "NA" 50.000000 2.094396 ""
 "CB" "C*" "CT" 70.000000 2.244494 ""
 "CB" "C*" "CW" 63.000000 1.857031 ""
 "CT" "C*" "CW" 70.000000 2.181663 ""
 "CA" "CN" "CB" 63.000000 2.141520 ""
 "CA" "CN" "NA" 70.000000 2.317798 ""
 "CB" "CN" "NA" 70.000000 1.822125 ""
 "CT" "CY" "NY" 80.000000 3.141594 ""
 "CT" "CZ" "CZ" 80.000000 3.141594 ""
 "CZ" "CZ" "HZ" 50.000000 3.141594 ""
 "C" "N" "CT" 50.000000 2.127557 ""
 "C" "N" "H" 50.000000 2.094396 ""
 "CT" "N" "H" 50.000000 2.060188 ""
 "CT" "N" "CT" 50.000000 2.059489 ""
 "H" "N" "H" 35.000000 2.094396 ""
 "C" "N*" "CM" 70.000000 2.122321 ""
 "C" "N*" "CT" 70.000000 2.052508 ""
 "C" "N*" "H" 50.000000 2.080433 ""
 "CB" "N*" "CK" 70.000000 1.839578 ""
 "CB" "N*" "CT" 70.000000 2.195625 ""
 "CB" "N*" "H" 50.000000 2.195625 ""
 "CK" "N*" "CT" 70.000000 2.247985 ""
 "CK" "N*" "H" 50.000000 2.247985 ""
 "CM" "N*" "CT" 70.000000 2.115340 ""
 "CM" "N*" "H" 50.000000 2.115340 ""
 "CA" "N2" "H" 50.000000 2.094396 ""
 "CA" "N2" "CT" 50.000000 2.150247 ""
 "CT" "N2" "H" 50.000000 2.066471 ""
 "H" "N2" "H" 35.000000 2.094396 ""
 "CT" "N3" "H" 50.000000 1.911136 ""
 "CT" "N3" "CT" 50.000000 1.911136 ""
 "H" "N3" "H" 35.000000 1.911136 ""
 "CT" "NT" "H" 50.000000 1.911136 ""
 "CT" "NT" "CT" 50.000000 1.911136 ""
 "H" "NT" "H" 35.000000 1.911136 ""
 "C" "NA" "C" 70.000000 2.206097 ""
 "C" "NA" "CA" 70.000000 2.185153 ""
 "C" "NA" "H" 50.000000 2.038545 ""
 "CA" "NA" "H" 50.000000 2.059489 ""
 "CC" "NA" "CR" 70.000000 2.094396 ""
 "CC" "NA" "H" 50.000000 2.094396 ""
 "CR" "NA" "CW" 70.000000 2.094396 ""
 "CR" "NA" "H" 50.000000 2.094396 ""
 "CW" "NA" "H" 50.000000 2.094396 ""
 "CN" "NA" "CW" 70.000000 1.947788 ""
 "CN" "NA" "H" 50.000000 2.148501 ""
 "CB" "NB" "CK" 70.000000 1.811653 ""
 "CC" "NB" "CR" 70.000000 2.042036 ""
 "CR" "NB" "CV" 70.000000 2.042036 ""
 "C" "NC" "CA" 70.000000 2.103123 ""
 "CA" "NC" "CB" 70.000000 1.958260 ""
 "CA" "NC" "CQ" 70.000000 2.069961 ""
 "CB" "NC" "CQ" 70.000000 1.937316 ""
 "C" "OH" "HO" 50.000000 1.972223 ""
 "CA" "OH" "HO" 50.000000 1.972223 ""
 "CT" "OH" "HO" 55.000000 1.893683 ""
 "HO" "OH" "P" 45.000000 1.893683 ""
 "C" "OS" "CT" 60.000000 2.042036 ""
 "CM" "OS" "CT" 60.000000 2.042036 ""
 "CT" "OS" "CT" 60.000000 1.911136 ""
 "CT" "OS" "P" 100.000000 2.103123 ""
 "P" "OS" "P" 100.000000 2.103123 ""
 "O2" "P" "OH" 45.000000 1.888971 ""
 "O2" "P" "O2" 140.000000 2.092651 ""
 "O2" "P" "OS" 100.000000 1.888971 ""
 "OH" "P" "OS" 45.000000 1.790709 ""
 "OS" "P" "OS" 45.000000 1.790709 ""
 "CT" "S" "CT" 62.000000 1.726131 ""
 "CT" "S" "S" 68.000000 1.809907 ""
 "CT" "SH" "HS" 43.000000 1.675517 ""
 "HS" "SH" "HS" 35.000000 1.606925 ""
 "CB" "NB" "LP" 150.000000 2.199116 ""
 "CC" "NB" "LP" 150.000000 2.199116 ""
 "CK" "NB" "LP" 150.000000 2.199116 ""
 "CR" "NB" "LP" 150.000000 2.199116 ""
 "CV" "NB" "LP" 150.000000 2.199116 ""
 "C" "NC" "LP" 150.000000 2.094396 ""
 "CA" "NC" "LP" 150.000000 2.094396 ""
 "CB" "NC" "LP" 150.000000 2.094396 ""
 "CQ" "NC" "LP" 150.000000 2.094396 ""
 "CT" "N3" "LP" 150.000000 1.911136 ""
 "H" "N3" "LP" 150.000000 1.911136 ""
 "CT" "NT" "LP" 150.000000 1.911136 ""
 "H" "NT" "LP" 150.000000 1.911136 ""
 "C" "O" "LP" 150.000000 2.094396 ""
 "LP" "O" "LP" 150.000000 2.094396 ""
 "C" "OH" "LP" 150.000000 2.094396 ""
 "CT" "OH" "LP" 150.000000 1.911136 ""
 "HO" "OH" "LP" 150.000000 1.911136 ""
 "LP" "OH" "LP" 150.000000 1.911136 ""
 "C" "OS" "LP" 150.000000 1.911136 ""
 "CM" "OS" "LP" 150.000000 1.911136 ""
 "CT" "OS" "LP" 150.000000 1.911136 ""
 "LP" "OS" "LP" 150.000000 1.911136 ""
 "CT" "S" "LP" 150.000000 1.570797 ""
 "CT" "SH" "LP" 150.000000 1.570797 ""
 "LP" "OS" "P" 150.000000 1.911136 ""
 "LP" "S" "LP" 150.000000 3.141594 ""
 "LP" "SH" "LP" 150.000000 3.141594 ""
 "HS" "SH" "LP" 150.000000 1.570797 ""
!entry.parm99.parm.atoms table  str type  dbl mass  dbl e  dbl r  int element  int hybrid  str desc  dbl polar
 "H" 1.008000 0.015700 0.600000 1 3 "" 0.161000
 "HO" 1.008000 0.0 0.0 1 3 "" 0.135000
 "HS" 1.008000 0.015700 0.600000 1 3 "" 0.135000
 "HC" 1.008000 0.015700 1.487000 1 3 "" 0.135000
 "H1" 1.008000 0.015700 1.387000 1 3 "" 0.135000
 "H2" 1.008000 0.015700 1.287000 1 3 "" 0.135000
 "H3" 1.008000 0.015700 1.187000 1 3 "" 0.135000
 "HP" 1.008000 0.015700 1.100000 1 3 "" 0.135000
 "HA" 1.008000 0.015000 1.459000 1 3 "" 0.167000
 "H4" 1.008000 0.015000 1.409000 1 3 "" 0.167000
 "H5" 1.008000 0.015000 1.359000 1 3 "" 0.167000
 "HW" 1.008000 0.0 0.0 1 3 "" 0.0
 "HZ" 1.008000 0.015000 1.459000 1 0 "" 0.161000
 "O" 16.000000 0.210000 1.661200 8 2 "" 0.434000
 "O2" 16.000000 0.210000 1.661200 8 2 "" 0.434000
 "OW" 16.000000 0.152000 1.768300 8 3 "" 0.0
 "OH" 16.000000 0.210400 1.721000 8 3 "" 0.465000
 "OS" 16.000000 0.170000 1.683700 8 3 "" 0.465000
 "C*" 12.010000 0.086000 1.908000 6 2 "" 0.360000
 "CA" 12.010000 0.086000 1.908000 6 2 "" 0.360000
 "CB" 12.010000 0.086000 1.908000 6 2 "" 0.360000
 "CC" 12.010000 0.086000 1.908000 6 2 "" 0.360000
 "CD" 12.010000 0.086000 1.908000 6 2 "" 0.360000
 "CK" 12.010000 0.086000 1.908000 6 2 "" 0.360000
 "CM" 12.010000 0.086000 1.908000 6 2 "" 0.360000
 "CN" 12.010000 0.086000 1.908000 6 2 "" 0.360000
 "CQ" 12.010000 0.086000 1.908000 6 2 "" 0.360000
 "CR" 12.010000 0.086000 1.908000 6 2 "" 0.360000
 "CV" 12.010000 0.086000 1.908000 6 2 "" 0.360000
 "CW" 12.010000 0.086000 1.908000 6 2 "" 0.360000
 "CX" 12.010000 0.086000 1.908000 6 2 "" 0.360000
 "CY" 12.010000 0.086000 1.908000 6 2 "" 0.360000
 "CZ" 12.010000 0.086000 1.908000 6 2 "" 0.360000
 "CT" 12.010000 0.109400 1.908000 6 3 "" 0.878000
 "C" 12.010000 0.086000 1.908000 6 2 "" 0.616000
 "N" 14.010000 0.170000 1.824000 7 2 "" 0.530000
 "NA" 14.010000 0.170000 1.824000 7 2 "" 0.530000
 "N2" 14.010000 0.170000 1.824000 7 2 "" 0.530000
 "N*" 14.010000 0.170000 1.824000 7 2 "" 0.530000
 "NC" 14.010000 0.170000 1.824000 7 2 "" 0.530000
 "NB" 14.010000 0.170000 1.824000 7 2 "" 0.530000
 "NT" 14.010000 0.170000 1.824000 7 2 "" 0.530000
 "NP" 14.010000 0.170000 1.824000 7 2 "" 0.530000
 "NO" 14.010000 0.170000 1.824000 7 2 "" 0.530000
 "NY" 14.010000 0.170000 1.824000 7 2 "" 0.530000
 "N3" 14.010000 0.170000 1.824000 7 3 "" 0.530000
 "NY" 14.010000 0.170000 1.824000 7 0 "" 0.530000
 "S" 32.060000 0.250000 2.000000 16 3 "" 2.900000
 "SH" 32.060000 0.250000 2.000000 16 3 "" 2.900000
 "P" 30.970000 0.200000 2.100000 15 3 "" 1.538000
 "IM" 35.450000 0.100000 2.470000 17 3 "" 3.235000
 "Li" 6.940000 0.018300 1.137000 3 3 "" 0.029000
 "IP" 22.990000 0.002770 1.868000 11 3 "" 0.250000
 "Na" 22.990000 0.002770 1.868000 7 0 "" 0.250000
 "K" 39.100000 0.000328 2.658000 19 3 "" 1.060000
 "Rb" 85.470000 0.000170 2.956000 37 3 "" -1.000000
 "Cs" 132.910000 8.060000E-05 3.395000 55 3 "" -1.000000
 "MG" 24.305000 0.894700 0.792600 12 3 "" 0.120000
 "C0" 40.080000 0.459789 1.713100 6 2 "" -1.000000
 "Zn" 65.400000 0.012500 1.100000 30 3 "" -1.000000
 "F" 19.000000 0.061000 1.750000 9 3 "" 0.320000
 "Cl" 35.450000 0.265000 1.948000 17 0 "" 1.910000
 "Br" 79.900000 0.320000 2.220000 35 0 "" 2.880000
 "I" 126.900000 0.400000 2.350000 53 3 "" 4.690000
 "IB" 131.000000 0.100000 5.000000 11 3 "" -1.000000
 "LP" 3.000000 0.0 0.0 1 3 "" 0.0
!entry.parm99.parm.bonds table  str type1  str type2  dbl kb  dbl r0  str desc
 "HW" "OW" 553.000000 0.957200 ""
 "HW" "HW" 553.000000 1.513600 ""
 "C" "C" 310.000000 1.525000 ""
 "C" "CA" 469.000000 1.409000 ""
 "C" "CB" 447.000000 1.419000 ""
 "C" "CM" 410.000000 1.444000 ""
 "C" "CT" 317.000000 1.522000 ""
 "C" "N" 490.000000 1.335000 ""
 "C" "N*" 424.000000 1.383000 ""
 "C" "NA" 418.000000 1.388000 ""
 "C" "NC" 457.000000 1.358000 ""
 "C" "O" 570.000000 1.229000 ""
 "C" "O2" 656.000000 1.250000 ""
 "C" "OH" 450.000000 1.364000 ""
 "C" "OS" 450.000000 1.323000 ""
 "C" "H4" 367.000000 1.080000 ""
 "C" "H5" 367.000000 1.080000 ""
 "CA" "CA" 469.000000 1.400000 ""
 "CA" "CB" 469.000000 1.404000 ""
 "CA" "CM" 427.000000 1.433000 ""
 "CA" "CN" 469.000000 1.400000 ""
 "CA" "CT" 317.000000 1.510000 ""
 "CA" "HA" 367.000000 1.080000 ""
 "CA" "H4" 367.000000 1.080000 ""
 "CA" "N2" 481.000000 1.340000 ""
 "CA" "NA" 427.000000 1.381000 ""
 "CA" "NC" 483.000000 1.339000 ""
 "CA" "OH" 450.000000 1.364000 ""
 "CB" "CB" 520.000000 1.370000 ""
 "CB" "N*" 436.000000 1.374000 ""
 "CB" "NB" 414.000000 1.391000 ""
 "CB" "NC" 461.000000 1.354000 ""
 "CD" "HA" 367.000000 1.080000 ""
 "CD" "CD" 469.000000 1.400000 ""
 "CD" "CM" 549.000000 1.350000 ""
 "CD" "CT" 317.000000 1.510000 ""
 "CK" "H5" 367.000000 1.080000 ""
 "CK" "N*" 440.000000 1.371000 ""
 "CK" "NB" 529.000000 1.304000 ""
 "CM" "CM" 549.000000 1.350000 ""
 "CM" "CT" 317.000000 1.510000 ""
 "CM" "HA" 367.000000 1.080000 ""
 "CM" "H4" 367.000000 1.080000 ""
 "CM" "H5" 367.000000 1.080000 ""
 "CM" "N*" 448.000000 1.365000 ""
 "CM" "OS" 480.000000 1.240000 ""
 "CQ" "H5" 367.000000 1.080000 ""
 "CQ" "NC" 502.000000 1.324000 ""
 "CT" "CT" 310.000000 1.526000 ""
 "CT" "HC" 340.000000 1.090000 ""
 "CT" "H1" 340.000000 1.090000 ""
 "CT" "H2" 340.000000 1.090000 ""
 "CT" "H3" 340.000000 1.090000 ""
 "CT" "HP" 340.000000 1.090000 ""
 "CT" "N*" 337.000000 1.475000 ""
 "CT" "N2" 337.000000 1.463000 ""
 "CT" "OH" 320.000000 1.410000 ""
 "CT" "OS" 320.000000 1.410000 ""
 "C*" "HC" 367.000000 1.080000 ""
 "C*" "CB" 388.000000 1.459000 ""
 "C*" "CT" 317.000000 1.495000 ""
 "C*" "CW" 546.000000 1.352000 ""
 "CB" "CN" 447.000000 1.419000 ""
 "CC" "CT" 317.000000 1.504000 ""
 "CC" "CV" 512.000000 1.375000 ""
 "CC" "CW" 518.000000 1.371000 ""
 "CC" "NA" 422.000000 1.385000 ""
 "CC" "NB" 410.000000 1.394000 ""
 "CN" "NA" 428.000000 1.380000 ""
 "CR" "H5" 367.000000 1.080000 ""
 "CR" "NA" 477.000000 1.343000 ""
 "CR" "NB" 488.000000 1.335000 ""
 "CT" "N" 337.000000 1.449000 ""
 "CT" "N3" 367.000000 1.471000 ""
 "CT" "NT" 367.000000 1.471000 ""
 "CT" "S" 227.000000 1.810000 ""
 "CT" "SH" 237.000000 1.810000 ""
 "CT" "CY" 400.000000 1.458000 ""
 "CT" "CZ" 400.000000 1.459000 ""
 "CV" "H4" 367.000000 1.080000 ""
 "CV" "NB" 410.000000 1.394000 ""
 "CW" "H4" 367.000000 1.080000 ""
 "CW" "NA" 427.000000 1.381000 ""
 "CY" "NY" 600.000000 1.150000 ""
 "CZ" "CZ" 600.000000 1.206000 ""
 "CZ" "HZ" 400.000000 1.056000 ""
 "O2" "P" 525.000000 1.480000 ""
 "OH" "P" 230.000000 1.610000 ""
 "OS" "P" 230.000000 1.610000 ""
 "H" "N2" 434.000000 1.010000 ""
 "H" "N*" 434.000000 1.010000 ""
 "H" "NA" 434.000000 1.010000 ""
 "H" "N" 434.000000 1.010000 ""
 "H" "N3" 434.000000 1.010000 ""
 "H" "NT" 434.000000 1.010000 ""
 "HO" "OH" 553.000000 0.960000 ""
 "HO" "OS" 553.000000 0.960000 ""
 "HS" "SH" 274.000000 1.336000 ""
 "S" "S" 166.000000 2.038000 ""
 "CT" "F" 367.000000 1.380000 ""
 "CT" "Cl" 232.000000 1.766000 ""
 "Br" "CT" 159.000000 1.944000 ""
 "CT" "I" 148.000000 2.166000 ""
 "CA" "F" 386.000000 1.359000 ""
 "CA" "Cl" 193.000000 1.727000 ""
 "CA" "I" 171.000000 2.075000 ""
 "Br" "CA" 172.000000 1.890000 ""
 "LP" "O" 600.000000 0.200000 ""
 "LP" "OH" 600.000000 0.200000 ""
 "LP" "OS" 600.000000 0.200000 ""
 "LP" "N3" 600.000000 0.200000 ""
 "LP" "NT" 600.000000 0.200000 ""
 "LP" "NB" 600.000000 0.200000 ""
 "LP" "NC" 600.000000 0.200000 ""
 "LP" "S" 600.000000 0.700000 ""
 "LP" "SH" 600.000000 0.700000 ""
!entry.parm99.parm.hbonds table  str type1  str type2  dbl a  dbl b  str desc
 "HW" "OW" 0.0 0.0 ""
!entry.parm99.parm.torsionOrders array str
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
 "0123"
